No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
4223,中看 ,6.8,0.758,4.2,1.643,0
4224,不起眼 ,3.5,1.118,2.7,1.204,34
4225,略勝一籌 ,6.3,0.57,5.7,0.758,7
4226,略遜 ,3.8,0.671,4.5,0.935,0
4227,負擔得起 ,5.7,0.274,3.8,1.037,5
4228,買不起 ,3.9,0.652,4.7,1.351,17
4229,充斥 ,4.6,0.894,3.6,1.636,70
4230,老氣 ,4,0.935,4,1.696,0
4231,不錯 ,6.3,0.447,4.4,0.894,686
4232,中用 ,6.6,0.548,4.5,1.118,5
4233,有口皆碑 ,7.7,0.447,7,1,0
4234,中意 ,7.5,0.5,6.4,1.387,8
4235,為人詬病 ,3.4,0.652,4.7,1.351,5
4236,破損 ,3.3,0.975,3.2,1.037,22
4237,缺損 ,3.3,0.975,3.2,1.037,4
4238,退色 ,3.5,0.935,3,0.935,0
4239,褪色 ,3.5,0.935,3,0.935,30
4240,好用 ,6.8,0.758,5.5,1.414,48
4241,拔得頭籌 ,7.8,0.57,7.3,1.151,0
4242,物美價廉 ,7.7,0.671,6,1.696,21
4243,物超所值 ,8.4,0.652,7.2,1.304,5
4244,超值 ,8.2,0.57,7.1,0.822,5
4245,划算 ,7.3,0.274,6.7,1.204,31
4246,特惠 ,7.5,0.354,6.9,1.294,0
4247,買一送一 ,6.8,0.908,6.1,1.084,0
4248,貴 ,3.1,1.475,5.3,1.681,224
4249,笨重 ,2.7,0.758,4.1,1.71,15
4250,大吃一驚 ,4.8,0.447,7.9,1.14,34
4251,封后 ,7.4,0.418,7.8,1.255,4
4252,流線 ,5.9,1.025,3.3,1.204,0
4253,炫爆 ,7.2,0.908,7.6,0.894,0
4254,相符 ,5.6,0.652,3.4,0.548,17
4255,合身 ,5.9,0.418,3.6,0.894,7
4256,當機 ,3.5,1.173,4,1.458,13
4257,過重 ,3,1.225,3.8,1.44,26
4258,首屈一指 ,8.6,0.652,6.9,1.245,14
4259,值回票價 ,8.2,0.57,6.9,1.636,5
4260,不閃頻 ,6.4,1.084,4.2,1.037,0
4261,爽口 ,6.9,0.652,5,1.369,7
4262,走味 ,3.1,0.742,4.1,1.432,0
4263,貪小便宜 ,3,0.791,3.6,1.517,0
4264,耐操 ,5.9,0.652,4.3,1.204,0
4265,美呆 ,7.7,0.837,7.5,0.935,0
4266,接地氣 ,6.1,0.822,4.6,1.14,0
4267,淋漓盡致 ,7.6,0.418,6.1,0.962,23
4268,貨真價實 ,7.8,0.908,5.6,1.517,13
4269,廉價 ,4,1.458,3.3,1.304,40
4270,頂尖 ,8.6,0.418,6.5,0.935,62
4271,勝出 ,7.4,1.084,6.1,0.962,0
4272,超酷 ,7.4,0.652,7,0.707,0
4273,搶手 ,8.1,0.652,6.8,1.151,14
4274,新潮 ,6.5,0.612,5.2,0.837,23
4275,耗電 ,3.5,0.5,3.8,1.44,0
4276,費電 ,3.5,0.5,3.8,1.44,0
4277,耗時 ,3.5,0.5,3.8,1.44,31
4278,費時 ,3.5,0.5,3.8,1.44,46
4279,過短 ,3.1,0.894,4,1.696,0
4280,實惠 ,7,0.935,4.7,1.483,25
4281,精打細算 ,7.1,1.432,4.1,1.194,15
4282,前所未有 ,6.4,1.194,6.7,0.975,52
4283,前所未見 ,6.4,1.194,6.7,0.975,10
4284,輕薄短小 ,6.7,0.908,4,1.581,0
4285,寬裕 ,7.3,0.671,4.1,1.342,15
4286,一目了然,6.9,1.517,2.8,1.483,14
4287,一目瞭然,6.9,1.517,2.8,1.483,8
4288,七零八落,2.8,0.908,3.6,0.822,4
4289,十全十美,8.4,0.822,6.9,1.432,13
4290,上鏡頭,6.7,1.605,5.4,1.817,0
4291,大功告成,8,1,7,1.458,13
4292,大失所望,2,1,7.2,0.671,9
4293,小心翼翼,5.7,1.095,5.9,1.517,48
4294,小康,5.7,0.837,4,1,13
4295,不合,3,0.707,6.7,0.908,36
4296,不妙,3.2,0.671,6.8,1.525,14
4297,中上,6.8,0.837,5,1.458,9
4298,中獎,8.5,0.612,8.9,0.224,24
4299,井井有條,7,1.458,4.2,1.304,8
4300,六神無主,3.4,0.742,2.4,1.14,0
4301,凶狠,2.2,1.095,8.2,0.908,7
4302,凶惡,2.4,0.894,8,1,0
4303,分岔,4.4,0.418,3.9,1.025,0
4304,弔詭,3.3,0.57,4,1.225,16
4305,心不甘情不願,2.9,0.894,5.9,1.746,4
4306,手癢,4.2,1.525,6.6,0.962,4
4307,扎實,7.8,1.151,3.3,1.483,7
4308,火大,2.2,0.758,8.7,0.671,4
4309,火紅,7.4,0.418,7.5,1.414,8
4310,令人髮指,1.9,1.245,8.2,0.908,0
4311,凹凸不平,4.1,0.822,5.4,1.71,12
4312,出頭,6,0.866,6.3,1.151,18
4313,功不可沒,7.9,1.14,4.6,0.894,15
4314,包羅萬象,7.4,0.962,4.2,1.643,19
4315,半途而廢,3.3,0.975,3.3,0.447,15
4316,叫好,7.4,1.194,7.6,0.418,39
4317,可圈可點,7.9,1.245,6,1.061,5
4318,四平八穩,6,0.791,2.8,1.681,4
4319,外強中乾,3.2,1.037,4.5,0.5,0
4320,失火,2.2,0.837,8.5,0.866,14
4321,失靈,3.3,0.447,7.3,1.396,23
4322,平凡,4.8,0.447,2.2,1.643,78
4323,平凡無奇,4.8,0.447,2.2,1.643,0
4324,正點,7,1,6.8,1.483,7
4325,甘醇,6.7,1.151,4.2,1.44,0
4326,生硬,4,0.612,3.6,0.822,14
4327,用心,7.4,0.962,4.5,1.323,181
4328,白搭,3.5,1,3.8,1.483,0
4329,丟失,3,1.173,5.6,1.084,0
4330,兇狠,2.2,1.095,8.2,0.908,10
4331,兇惡,2.4,0.894,8,1,9
4332,先聲奪人,4.6,0.822,5.6,0.962,0
4333,光明正大,7,1.275,5,1.369,8
4334,全力以赴,7.7,1.255,6.9,1.597,39
4335,划不來,3.9,0.548,2.9,1.245,12
4336,吃香,6.7,0.908,5.2,1.44,10
4337,各有千秋,6.4,1.14,4.5,1.323,0
4338,合用,5.7,0.758,4,0.707,14
4339,名副其實,6.8,0.908,5,1.458,16
4340,名符其實,6.8,0.908,5,1.458,7
4341,回天乏術,1.6,0.822,6.6,0.822,6
4342,多不勝數,6.2,0.837,5,0.935,0
4343,好聽,7.3,1.151,6.8,0.57,88
4344,如火如荼,5.9,0.894,7.3,1.483,23
4345,尖嘴猴腮,2.4,0.962,3.5,1.225,0
4346,屹立不搖,7.7,0.758,3.5,1.871,10
4347,年久失修,3.4,0.548,2.9,1.084,4
4348,忙碌,5.3,0.671,7.2,1.304,151
4349,成名,7.4,1.084,6.9,1.245,43
4350,收斂,4.9,0.418,3,0.791,12
4351,有一手,6.2,0.57,4.8,1.037,0
4352,死板,3.5,1,3.6,0.894,6
4353,死板板,3.5,1,3.6,0.894,0
4354,汗流浹背,4.7,0.447,6.5,1.118,13
4355,汙濁,3.2,1.151,3.6,1.194,0
4356,灰濛濛,3.7,1.037,3.1,1.597,8
4357,百思不得其解,3.1,0.962,5,1.173,0
4358,老舊,3.8,0.758,3.2,1.304,69
4359,耳目一新,6.7,0.908,6.3,1.565,15
4360,自給自足,7.4,1.084,4.3,1.304,22
4361,血淋淋,2.4,0.822,7.6,1.14,16
4362,行不通,3.3,1.204,4.1,1.387,29
4363,吵雜,3.5,0.707,7.6,1.294,16
4364,呆滯,3.4,1.14,1.8,0.837,7
4365,告一段落,5.8,0.758,3.9,0.894,31
4366,困惱,2.8,0.837,6.2,0.758,0
4367,坑坑洞洞,3.7,0.758,5.5,1.581,0
4368,完封,8.2,1.037,7.5,1.225,6
4369,技壓群雄,8.4,0.652,8.1,0.894,0
4370,抓狂,2,1,8.7,0.447,8
4371,更勝一籌,7.3,0.975,6.4,1.294,0
4372,沈悶,3.3,0.671,2.2,1.037,10
4373,沉悶,3.3,0.671,2.2,1.037,4
4374,沒骨氣,2.9,1.025,3.6,0.418,0
4375,沙啞,4.5,0.5,3.6,1.517,13
4376,灼熱,3.7,1.44,7.6,1.14,7
4377,狂爆,3.6,1.636,8.3,1.095,0
4378,秀氣,6.8,0.57,3.7,1.525,0
4379,良莠不齊,3.7,0.447,5.3,1.151,13
4380,見效,6.5,0.935,5.8,1.44,8
4381,走火,2.6,0.652,7.5,1.225,6
4382,身歷其境,6.1,1.673,6.1,0.962,20
4383,邪不勝正,7.7,1.396,5.6,0.652,0
4384,並駕齊驅,7.9,1.14,6.4,1.387,11
4385,乖乖,6.3,0.908,3.1,1.342,60
4386,事半功倍,7.3,0.671,5.8,1.095,17
4387,來勢洶洶,5.5,0.5,7.4,0.822,15
4388,兩全其美,7.5,1.118,4.5,1.275,12
4389,其貌不揚,3,1.118,3.7,0.57,6
4390,刺耳,2.6,1.084,6.9,1.245,16
4391,受潮,3.6,1.084,3.3,1.204,0
4392,周延,7.2,1.151,4.4,0.548,24
4393,和樂,6.8,0.758,4.9,1.025,27
4394,奄奄一息,2.6,1.084,3.1,1.636,8
4395,奇貨可居,7.2,1.151,5.8,1.525,4
4396,始料未及,3.6,0.962,6,0.866,10
4397,紮實,7.8,1.151,3.3,1.483,45
4398,冷靜下來,5.2,0.4,4.4,2.245,7
4399,快快活活,6.4,0.49,5.2,1.327,0
4400,沈迷,3,0,5.2,1.47,17
4401,沈默不語,4.7,0.4,2.2,1.47,0
4402,沉寂,3.8,0.927,2.3,0.872,14
4403,生銹,3.4,1.14,2.8,1.304,5
4404,心生畏懼,3.3,0.748,5.3,1.47,7
4405,平平靜靜,6.4,1.02,2.4,1.497,0
4406,平平淡淡,4.8,0.274,2.1,1.14,0
4407,叱責,2.6,0.374,6.3,1.03,0
4408,可怖,3.4,0.49,6.8,0.4,7
4409,沒法,4.2,0.678,4.4,1.744,23
4410,沒法子,4.2,0.678,4.4,1.744,12
4411,沒法兒,4.2,0.678,4.4,1.744,0
4412,刺耳聲,2.6,1.084,6.9,1.245,0
4413,柔柔順順,5.8,0.4,3.2,1.166,0
4414,冒充者,3.1,0.917,4.4,1.655,0
4415,背叛者,2,0.632,8,0.894,0
4416,自卑感,2.6,0.8,3.8,1.47,14
4417,妨礙者,3.2,0.748,5.8,1.166,0
4418,走好運,7,0.632,5.8,1.327,0
4419,逃掉,3.2,0.812,5.4,1.068,0
4420,率直地,6,0.632,3.6,0.735,0
4421,羞怯怯,3.6,0.49,4.4,1.744,0
4422,陰沈,3.2,0.4,3.4,1.02,4
4423,陰沈沈,3.2,0.4,3.4,1.02,0
4424,悶悶,3.8,0.4,4,1.265,0
4425,悶著,3.8,0.4,4,1.265,4
4426,欺侮,3.3,0.4,6.5,0.775,19
4427,詐欺,2.6,0.8,7,1.095,22
4428,欺詐,2.6,0.8,7,1.095,0
4429,減縮,4,0.63,4.2,1.17,5
4430,無能力,3,0.632,6,0.894,0
4431,沒能力,3,0.632,6,0.894,0
4432,無理性,2.6,1.02,6.8,1.166,0
4433,沒理性,2.6,1.02,6.8,1.166,0
4434,無趣味,3.4,0.8,5.2,0.98,0
4435,沒趣味,3.4,0.8,5.2,0.98,0
4436,沒趣,3.4,0.8,5.2,0.98,0
4437,筋疲力盡,3,0.894,5.2,1.939,6
4438,筋疲力竭,3,0.894,5.4,1.96,5
4439,結結巴巴,4,0,4.6,1.356,8
4440,費解,3.6,0.894,4.3,1.204,6
4441,不雅觀,3.2,0.447,4.4,0.894,4
4442,歎息,3.4,1.02,3.8,1.166,0
4443,歎氣,3.2,0.748,4,1.265,4
4444,熱切於,6.2,0.748,6.4,0.49,0
4445,熱誠地,6.6,0.49,5.2,1.83,0
4446,惹人厭,1.4,0.548,7.5,1.225,0
4447,慌慌張張,2.6,0.548,7.4,1.194,9
4448,煩燥,3.2,0.4,7.6,1.2,0
4449,違悖,3,0.632,4.8,1.47,0
4450,嘈雜,3.5,0.707,7.6,1.294,26
4451,嘈雜聲,3.5,0.707,7.6,1.294,0
4452,吵雜聲,3.5,0.707,7.6,1.294,4
4453,嘮嘮叨叨,3.8,0.4,5.8,1.47,0
4454,憐憫心,5.8,1.166,5,1.414,0
4455,熱心腸,6.4,0.49,5.2,1.47,0
4456,噪聲,3.6,0.49,5,1.1,0
4457,謙遜地,6.4,0.86,3.5,0.775,0
4458,還可以,6,0,5.1,0.781,22
4459,可信賴,7.2,0.4,5.4,1.497,0
4460,可信任,7.8,0.748,5.8,1.47,0
4461,打退,5.5,1.265,6.9,0.663,0
4462,斥罵,2.6,0.374,6.3,1.03,0
4463,叱罵,2.6,0.374,6.3,1.03,0
4464,安靜下來,5.6,0.8,2.4,1.497,7
4465,死氣沉沉,3,0.632,5.8,1.72,0
4466,死氣沈沈,3,0.632,5.8,1.72,4
4467,埋怨,2.8,0.4,6.6,0.49,42
4468,討人嫌,1.4,0.548,7.5,1.225,0
4469,顧人怨,1.4,0.548,7.5,1.225,0
4470,惹人嫌,1.4,0.548,7.5,1.225,0
4471,假扮,3.8,0.4,4.4,1.02,6
4472,做假,3.4,0.49,5.3,0.872,5
4473,做秀,3.8,0.4,4.2,1.47,6
4474,得罪人,3.2,0.4,5.6,1.356,0
4475,淒慘,1.7,0.447,6.1,1.245,6
4476,謊話,2.8,0.98,4.2,1.86,28
4477,蠢蛋,3,0,5.6,1.02,0
4478,蠢人,3.4,0.49,5.4,1.356,0
4479,失業者,3,0.63,4,0.89,0
4480,窘況,3.6,0.49,4.4,1.02,8
4481,潛心於,5.4,0.49,2.8,1.166,0
4482,低沈,4.6,0.49,3.4,1.855,13
4483,昏沈,3.2,0.4,3.4,1.855,7
4484,昏昏沈沈,3.2,0.4,3.4,1.855,0
4485,昏昏沉沉,3.2,0.4,3.4,1.855,4
4486,嚴重的,3.2,0.98,7,0.632,0
4487,了解,5.6,0.49,3.6,1.02,1869
4488,嚇到,3.6,0.49,6.8,0.748,12
4489,介意,4.1,0.548,4.5,1,19
4490,自危,3,0.612,5,1.225,0
4491,密告,3.3,0.908,3.7,1.204,0
4492,無病呻吟,3.9,0.418,4.9,0.894,0
4493,耍脾氣,3.8,0.837,6.7,1.095,0
4494,氣呼呼,2.8,0.57,7.7,0.975,8
4495,污物,2,0.612,3.6,1.342,0
4496,偽君子,2.3,0.975,4.3,1.396,0
4497,亂丟,3.4,0.548,4.2,1.304,21
4498,狗嘴裡吐不出象牙,2.9,0.652,5.2,0.837,0
4499,狗嘴吐不出象牙,2.9,0.652,5.2,0.837,0
4500,混日子,3.7,0.447,3,1,0
4501,不置可否,4.3,0.671,3.1,1.294,10
4502,出氣,3.5,0.707,6.6,0.548,9
4503,有心人,3.9,0.742,2.4,1.387,41
4504,凌遲,2.5,0.791,7,1.414,6
4505,內訌,3.1,1.025,6.2,1.483,6
4506,扭歪,3.7,1.095,4,1.369,0
4507,望塵莫及,4,0.935,5.3,1.095,11
4508,搞亂,3.3,0.837,5,1.581,0
4509,畜生,1.7,0.274,8.3,0.447,5
4510,袖手旁觀,3.5,1,3.5,1.414,5
4511,猛吃,4.5,0.5,6.2,1.483,4
4512,悻悻然,3.9,0.742,4.5,1.225,0
4513,無可奈何,3.9,0.548,3.7,1.204,41
4514,自掃門前雪,3.2,0.837,4.4,1.557,4
4515,圍城,3.3,0.671,4.6,1.517,0
4516,離鄉背井,3.8,0.837,5.1,1.025,18
4517,有口無心,4.1,0.742,3.5,1.414,0
4518,錯覺,4.6,0.548,2.4,0.894,18
4519,呆板,4,0.791,3.1,1.342,21
4520,發昏,3.7,0.671,3.6,1.636,0
4521,故態復萌,3.4,0.822,4.3,1.483,0
4522,尋仇,2.9,0.742,7.6,0.548,0
4523,不屈服,5.8,1.095,7.5,1.118,0
4524,欺負弱小,3.1,0.548,6,1.173,0
4525,從中作梗,3.6,1.084,4.1,1.673,0
4526,脫軌,3,0.707,5.9,1.14,0
4527,困窮,2.3,0.447,5.1,1.342,0
4528,枯槁,2.8,0.57,3.9,1.025,0
4529,急忙,3.9,0.742,7.9,1.025,45
4530,急急忙忙,3.9,0.742,7.9,1.025,6
4531,無邊無際,4.5,0.707,4.6,1.14,4
4532,打高空,4.5,0.5,3.4,1.342,0
4533,陷住,3.8,0.758,5.6,1.475,0
4534,豬哥,3.2,0.837,4.9,1.557,0
4535,跛足,3.3,0.975,4.2,1.525,0
4536,慘烈,3.5,1,7.4,0.894,17
4537,窮途末路,2.5,1,7,1.173,8
4538,顛倒是非,2.9,0.652,5.9,0.894,0
4539,暈眩,3.9,0.894,4,1.768,12
4540,臭臉,3.3,0.671,5.8,0.837,0
4541,賣國,2.7,1.095,5.6,1.557,0
4542,善辯,4.9,1.025,4.6,0.548,0
4543,誤入歧途,2.9,0.742,5.4,1.14,9
4544,不配,2.8,0.447,5.3,1.304,4
4545,缺口,3.8,0.837,3.6,1.14,17
4546,火冒三丈,2.5,1.118,8,1.225,16
4547,吵死,2.3,0.671,8.2,0.57,0
4548,整頓,4.3,0.671,4.3,1.204,72
4549,犯賤,2.2,0.758,5.4,1.14,0
4550,凹下,4.1,0.742,3.6,1.475,4
4551,阻攔,3.7,0.975,4.5,1.658,5
4552,醉漢,3.2,0.758,6,1.225,8
4553,跛子,3.5,1,2.8,1.304,0
4554,不合群,2.6,0.894,4.5,1.414,0
4555,楞住,4.9,0.224,2.5,1,6
4556,不平衡,4.2,0.447,3.6,1.342,0
4557,醜惡,1.9,0.894,4.9,1.597,10
4558,憤世嫉俗,2.1,0.742,7.7,0.447,0
4559,惴惴不安,3.1,0.742,7.1,0.894,0
4560,變酸,3.7,0.671,3.9,1.245,0
4561,盡力而為,7.2,1.095,4.5,1.225,0
4562,蠻幹,3.8,0.758,6.1,1.342,8
4563,不羈,4.7,0.447,4.4,1.342,5
4564,危險期,2.8,1.304,5.2,1.304,0
4565,不孝,2.1,1.025,5.8,1.643,19
4566,省力,6.4,1.14,1.8,0.837,13
4567,不可信,3.3,0.837,3.8,1.304,0
4568,閃人,4.6,0.894,3,1.414,0
4569,包山包海,6.7,0.837,3.3,1.565,0
4570,互撞,3.6,1.14,6.6,1.14,0
4571,餓昏,3.6,1.14,4.2,1.304,0
4572,愁容滿面,2.9,1.245,4.2,1.891,0
4573,掉隊,3.6,0.548,3.2,1.643,0
4574,卑下,3,1,3.3,1.204,0
4575,迂迴,4,1.225,2.3,1.204,15
4576,不可名狀,6,1,5.6,1.342,0
4577,功敗垂成,2.3,0.975,5.3,1.396,6
4578,破銅爛鐵,2,0.707,4.6,1.673,6
4579,心煩,3.3,0.837,6.8,1.304,9
4580,滲漏,3.4,1.14,4,1.414,0
4581,心急如焚,3.4,0.894,8.4,0.548,0
4582,弄混,3.7,0.975,3.9,1.517,0
4583,弄糟,3.1,0.742,4.2,1.643,0
4584,弄碎,3.5,1.118,4.5,1.5,0
4585,不如人意,2.9,1.14,4,1.581,0
4586,要死,2.5,1.5,7,1.225,0
4587,挑撥是非,2.8,1.037,5.8,1.304,0
4588,天打雷霹,2.1,1.14,8.1,1.342,0
4589,淒然,2.5,1.225,4.5,1.225,10
4590,欺瞞,2.6,1.084,3.6,1.517,0
4591,匪類,2.3,1.095,4.8,1.304,0
4592,打罵,3,0.935,5.9,1.14,16
4593,愚弄,2.9,0.894,4.7,1.204,0
4594,孤僻,3.1,1.025,2.5,1.581,8
4595,污辱,2.5,0.707,5.9,1.245,6
4596,詭辯,3.4,0.894,4.6,1.294,6
4597,不可收拾,3.4,0.894,5,1.414,12
4598,不聽話,3.9,0.548,4.1,1.432,0
4599,黑店,2.7,1.204,4.9,1.432,0
4600,賣國賊,1.7,0.671,7.3,1.204,0
4601,卑微,2.7,1.204,3.2,1.304,20
4602,過不去,3.8,0.758,4.2,1.525,8
4603,潑婦,2.2,0.837,7.3,1.304,0
4604,爛仗,2.8,1.037,4.9,1.597,0
4605,苦差事,3,1.225,4.3,1.483,5
4606,悶住,3.7,0.975,3.1,1.746,0
4607,漠然,3.9,1.245,2,1.414,12
4608,嗤之以鼻,2.7,1.204,4.7,1.565,14
4609,當頭棒喝,5.9,1.342,7.6,1.517,11
4610,匆忙,3.3,0.837,5,1.541,41
4611,匆匆忙忙,3.3,0.837,5,1.541,31
4612,引頸企盼,7,1.225,5.4,1.14,6
4613,強詞奪理,3,0.707,7.1,1.14,0
4614,不名譽,2.6,0.548,4.2,1.643,0
4615,上鉤,3.7,1.204,3.8,1.643,6
4616,刪減,3.8,1.304,4,1.541,16
4617,打顫,4.1,0.742,3.4,1.517,6
4618,慘絕人寰,1,0,8.4,0.548,7
4619,炮擊,2.4,1.14,7.1,1.517,0
4620,唱反調,3.4,0.548,5.3,0.837,9
4621,猛踢,3.9,1.14,6.9,1.597,0
4622,欺凌,1.9,0.742,6.8,1.304,17
4623,沾染,2.8,0.837,3.8,1.643,6
4624,告密,2.6,0.894,4,1.414,4
4625,漠不關心,2.4,1.342,2.4,1.517,13
4626,漏球,3.2,1.151,3.9,1.432,0
4627,太閒,4.6,0.548,1.6,0.894,0
4628,作弄,3.8,0.837,3.6,1.342,4
4629,流離失所,2.6,0.894,5,1.225,5
4630,罵人,2.8,0.837,6.5,0.707,23
4631,受驚,3.8,1.304,6,1,7
4632,聲名狼藉,1.8,0.837,4.6,1.342,0
4633,醜男,2,0.707,4.2,1.643,0
4634,醜女,2,0.707,4.2,1.643,0
4635,老謀深算,5.8,1.095,1.8,0.837,0
4636,鬧彆扭,3.8,0.447,5,1.458,0
4637,催吐,4.3,0.671,5.9,1.673,0
4638,食古不化,3.6,0.894,3.5,1.323,0
4639,耐震,6.2,1.304,1.4,0.548,6
4640,狂妄,3.3,1.095,4.6,1.342,9
4641,喧嚷,3,0.707,4.9,1.432,0
4642,更壞,2.7,1.204,3.6,1.342,0
4643,污點,2.2,0.837,3.7,1.483,0
4644,瞎眼,1.6,0.894,6.2,1.304,0
4645,訓斥,1.6,0.548,6.1,1.432,5
4646,死狗,1.1,0.224,5.4,0.894,0
4647,小心眼,2.9,0.548,4.2,1.095,5
4648,消瘦,5.2,1.037,3.6,1.342,5
4649,打抱不平,6.2,1.304,4.7,1.643,9
4650,自吹自擂,4.2,0.447,5.1,1.245,0
4651,阿諛,3,0.707,4.2,1.643,7
4652,傷風敗俗,1.6,0.548,5.1,1.517,0
4653,喧囂,3.4,0.822,4.2,1.643,11
4654,喧囂聲,3.4,0.822,4.2,1.643,0
4655,害人精,2.2,0.447,4.6,1.517,0
4656,劫掠,2.4,1.14,5.6,1.517,4
4657,流放,2.8,1.095,5.1,1.517,0
4658,靠不住,2.9,1.025,4.4,1.517,6
4659,有種,6.6,0.894,4,1.732,4
4660,壓破,4,0.707,4.2,1.643,0
4661,輕佻,3.4,0.548,3,1.225,5
4662,心寒,2.8,1.095,2.6,1.342,7
4663,放寬,6.7,1.204,1.6,0.548,117
4664,仿冒,3.6,0.548,3.6,1.817,60
4665,好久,4.4,0.548,2.1,1.025,0
4666,不平等,2.6,1.14,3.4,1.517,19
4667,嚇呆,3.2,1.483,4.8,1.483,11
4668,低水平,2.8,1.255,3.6,1.817,0
4669,暗地,3.6,0.894,2.4,1.673,0
4670,瘟疫,2.2,1.304,5.1,1.673,7
4671,好鬥,3.4,1.14,6.2,1.643,0
4672,帶衰,1.6,0.894,6.2,1.643,0
4673,不甩,3.5,1.323,3.4,1.673,0
4674,隱退,5,0,3.1,1.517,4
4675,有仇,2.1,1.14,7,1.581,0
4676,虧空,1.8,1.304,6.6,1.517,10
4677,冷嘲熱諷,2.2,1.304,6.8,1.304,8
4678,惱怒,1.6,0.894,8.1,1.245,7
4679,無賴,2.6,1.294,6,1.414,9
4680,加收,4.1,1.025,3.8,1.643,6
4681,濫打,3,1.225,6.4,1.517,0
4682,意志消沈,1.4,0.548,2.9,1.245,0
4683,意志消沉,1.4,0.548,2.9,1.245,0
4684,妄動,4.2,1.037,4.3,1.396,4
4685,濃烈,5.4,0.894,7.9,1.025,15
4686,貶低,2.9,1.084,5.2,1.643,9
4687,弄死,1.6,0.894,8,1.414,6
4688,冒昧,4.6,0.652,2.8,1.643,5
4689,婊子,1.4,0.548,7.3,1.396,0
4690,勞役,3.2,1.304,5.2,1.823,7
4691,逃之夭夭,3.3,1.304,4.3,1.789,9
4692,有礙觀瞻,3.3,0.975,6,1.871,6
4693,裝死,3.9,0.894,5.3,1.718,0
4694,做錯,3.7,0.671,5,1.768,60
4695,做錯事,3.7,0.671,5,1.768,0
4696,杯盤狼藉,3.3,1.304,3.8,1.643,0
4697,傷痛欲絕,1.2,0.447,8.8,0.447,0
4698,抖顫,3.5,0.866,7.4,1.817,6
4699,把關,5,0,3.4,1.71,22
4700,喝倒彩,2.4,1.14,5.6,2.104,0
4701,存心,3.6,1.14,3.7,1.565,18
4702,悲涼,1.4,0.548,3.7,1.718,8
4703,口臭,2.8,1.304,2.9,2.074,17
4704,激憤,2.5,1.732,8.6,0.548,11
4705,詭計多端,2.8,1.095,5.1,1.949,0
4706,奸詐,2,1.414,5.1,1.597,6
4707,如釋重負,7.1,1.342,2.4,1.673,7
4708,濫葬,2.6,1.14,3.5,1,0
4709,可恨,2.2,1.304,5.8,1.924,9
4710,亂哄哄,3.9,0.742,7.1,1.517,0
4711,大言不慚,3.7,1.396,3.8,1.681,0
4712,賣弄,4.2,0.274,4,1.369,13
4713,滾蛋,1.6,0.894,8.4,0.894,0
4714,人渣,1,0,8.6,0.894,0
4715,鬼子,1.9,1.245,6.6,1.817,6
4716,砍頭,1.6,0.894,7.2,1.789,4
4717,不好過,2.6,1.14,4.9,1.517,0
4718,驚叫,3.2,1.037,8.6,0.894,18
4719,狂愛,7.3,0.447,8.3,0.975,0
4720,貶黜,3,1,4.3,2.168,0
4721,打屁股,4.2,1.304,5.4,2.302,0
4722,鬧鬼,2.4,1.342,7.4,1.673,5
4723,烙印,3.3,1.304,6.2,1.643,12
4724,盲點,4.9,0.224,1.5,1.118,36
4725,亂扯,3.9,1.14,3.5,1.658,0
4726,孤寂,2.8,1.037,2.2,1.643,26
4727,乞求,2.8,1.304,4.3,2.28,10
4728,找碴,2.4,1.342,7,1.581,0
4729,找麻煩,2.4,1.342,7,1.581,5
4730,以偏概全,4.4,0.894,2.3,1.204,0
4731,打偏,4,1.173,2.7,1.681,0
4732,傻瓜,3.1,1.14,4.6,2.881,39
4733,上癮,4.2,0.908,6.8,2.049,23
4734,污漬,4,1.225,1.9,1.746,0
4735,禍害,2.4,0.822,5.5,1.658,9
4736,避諱,4.2,0.758,3.2,1.304,15
4737,有出息,7,0.354,5.9,1.746,0
4738,鬆落,3.9,0.894,3.3,1.304,0
4739,嗜殺成性,2.1,1.14,5.8,0.908,0
4740,拍馬屁,3.5,1,4,2.398,4
4741,尖叫,4.1,1.342,7.6,1.387,18
4742,嚎啕大哭,3.5,1.414,7.3,1.681,0
4743,連累,2.9,1.294,4,1.696,10
4744,罵髒話,2.7,0.57,6.5,1.414,0
4745,吵嘴,3.8,0.57,4.9,0.962,4
4746,撕破,3.6,0.822,5.1,1.746,4
4747,受限,3.9,0.742,3.1,1.245,39
4748,要飯,3.4,0.822,4.3,1.643,0
4749,凶兆,3.4,1.084,3.6,1.14,0
4750,驚醒,3.5,1.369,5.7,0.837,33
4751,砍斷,4,1.173,4.1,1.636,6
4752,猛攻,4.3,1.037,5.8,1.304,7
4753,不可諱言,4.8,1.037,3.3,1.643,6
4754,唯恐不及,3.8,0.837,5,1.62,6
4755,狠毒,2.7,1.037,5.4,0.962,5
4756,困頓,3.5,1.414,3.9,1.782,18
4757,耍賤,3.1,0.894,5,1.118,0
4758,怕死,3.4,0.652,4.9,1.432,21
4759,豬頭,3.5,0.5,3.3,1.565,0
4760,強壓,3.9,1.084,4.5,1.275,0
4761,妒恨,2.7,0.447,6.1,0.962,0
4762,地獄,3.2,1.483,3.5,1.581,67
4763,減損,4,1.061,3.4,1.949,9
4764,批鬥,3.5,0.707,6,1.541,7
4765,空想,3.9,0.822,3.3,1.857,9
