,Word,V_normalization,A_normalization
2843,否決權,0.49,0.22
2844,燒傷,0.33,0.51
2845,拚命,0.53,0.81
2846,迷信,0.38,0.33
2847,敗北,0.3,0.57
2848,震動,0.5,0.35
2849,逐出,0.29,0.6
2850,損毀,0.3,0.56
2851,慾望,0.47,0.5
2852,己見,0.5,0.26
2853,攻擊性,0.3,0.57
2854,責難,0.33,0.49
2855,冷漠,0.38,0.22
2856,逃跑,0.31,0.6
2857,蠻橫,0.29,0.6
2858,畏懼,0.29,0.54
2859,砍傷,0.24,0.69
2860,圖謀,0.4,0.36
2861,灌輸,0.47,0.24
2862,圍毆,0.22,0.68
2863,沒有用,0.28,0.39
2864,枯竭,0.36,0.21
2865,逃犯,0.33,0.45
2866,過早,0.44,0.29
2867,墳墓,0.41,0.12
2868,催促,0.44,0.54
2869,走下坡,0.38,0.33
2870,鬆散,0.38,0.28
2871,脫落,0.4,0.25
2872,中傷,0.29,0.62
2873,趕出,0.36,0.54
2874,不肯,0.44,0.41
2875,噴出,0.49,0.44
2876,誇張,0.44,0.65
2877,競爭者,0.55,0.28
2878,不予置評,0.43,0.22
2879,犯錯,0.36,0.39
2880,廢物,0.24,0.62
2881,宰殺,0.38,0.54
2882,鼓動,0.46,0.54
2883,海難,0.26,0.61
2884,落淚,0.43,0.5
2885,鯊魚,0.44,0.45
2886,有礙,0.4,0.34
2887,扼殺,0.26,0.65
2888,飲恨,0.35,0.6
2889,顧忌,0.45,0.41
2890,流言,0.39,0.36
2891,討價還價,0.41,0.49
2892,侵吞,0.3,0.6
2893,上吊,0.15,0.62
2894,覬覦,0.38,0.36
2895,昏倒,0.33,0.36
2896,失血,0.38,0.45
2897,關押,0.34,0.45
2898,虛偽,0.26,0.4
2899,賭注,0.47,0.21
2900,引咎,0.43,0.36
2901,逼使,0.31,0.62
2902,行騙,0.29,0.51
2903,饑荒,0.24,0.44
2904,譭謗,0.25,0.62
2905,壓倒,0.41,0.6
2906,盜竊,0.25,0.56
2907,埋葬,0.38,0.31
2908,難看,0.3,0.33
2909,徒然,0.43,0.33
2910,掠奪,0.21,0.69
2911,誘騙,0.26,0.55
2912,強盜罪,0.21,0.57
2913,不甘示弱,0.54,0.66
2914,輕率,0.39,0.34
2915,橫渡,0.5,0.25
2916,隱密,0.5,0.11
2917,不知去向,0.41,0.21
2918,丟掉,0.43,0.28
2919,雜物,0.45,0.12
2920,惡習,0.33,0.39
2921,新手,0.47,0.15
2922,不智,0.34,0.36
2923,著火,0.29,0.68
2924,破洞,0.38,0.29
2925,急切,0.49,0.69
2926,沉默,0.49,0.08
2927,混沌,0.38,0.36
2928,劣質,0.3,0.38
2929,不好意思,0.44,0.33
2930,一蹶不振,0.22,0.39
2931,遊蕩,0.41,0.24
2932,寄生蟲,0.3,0.36
2933,造假,0.3,0.46
2934,擊潰,0.49,0.56
2935,避重就輕,0.36,0.41
2936,失序,0.35,0.44
2937,荒廢,0.33,0.33
2938,勞累,0.36,0.26
2939,電擊,0.43,0.51
2940,挑撥,0.33,0.51
2941,下獄,0.25,0.53
2942,遭殃,0.31,0.54
2943,反常,0.4,0.31
2944,姦淫,0.22,0.64
2945,自認為,0.41,0.44
2946,狂風,0.47,0.54
2947,鮮豔,0.56,0.31
2948,清秀,0.6,0.21
2949,戀戀,0.59,0.4
2950,敬禮,0.57,0.2
2951,責任心,0.71,0.29
2952,柔和,0.56,0.1
2953,樸素,0.54,0.08
2954,安祥,0.59,0.08
2955,魔力,0.5,0.34
2956,不屈不撓,0.76,0.64
2957,奮起,0.68,0.6
2958,率直,0.62,0.33
2959,歡騰,0.71,0.61
2960,節儉,0.62,0.16
2961,寓意,0.53,0.14
2962,快快樂樂,0.76,0.56
2963,合意,0.59,0.33
2964,接濟,0.49,0.26
2965,苦思,0.44,0.3
2966,間歇,0.53,0.22
2967,柔情,0.61,0.17
2968,穩重,0.64,0.19
2969,熱戀,0.69,0.62
2970,愛國心,0.69,0.46
2971,可敬,0.68,0.46
2972,攙扶,0.59,0.19
2973,英雄式,0.69,0.56
2974,光澤,0.53,0.16
2975,滿載而歸,0.74,0.57
2976,喝彩,0.71,0.65
2977,奮不顧身,0.66,0.7
2978,取悅,0.57,0.4
2979,井然有序,0.65,0.31
2980,多才多藝,0.66,0.35
2981,好學,0.65,0.34
2982,安詳,0.56,0.19
2983,追根究底,0.57,0.5
2984,善舉,0.65,0.28
2985,鍾情,0.61,0.39
2986,志氣,0.7,0.47
2987,直截了當,0.56,0.53
2988,中肯,0.62,0.45
2989,盡如人意,0.7,0.49
2990,出眾,0.72,0.47
2991,肥沃,0.64,0.34
2992,好客,0.59,0.45
2993,德高望重,0.78,0.53
2994,富於,0.64,0.44
2995,幹勁,0.62,0.64
2996,清高,0.61,0.22
2997,全神貫注,0.66,0.45
2998,涼快,0.6,0.33
2999,富麗堂皇,0.64,0.4
3000,鍛煉,0.57,0.43
3001,哲人,0.59,0.2
3002,富饒,0.69,0.31
3003,無庸,0.54,0.17
3004,相宜,0.55,0.21
3005,談笑風生,0.57,0.34
3006,快活,0.68,0.53
3007,溫文,0.59,0.14
3008,羨煞,0.6,0.53
3009,心安理得,0.6,0.22
3010,嘟嘟,0.5,0.17
3011,大喜,0.8,0.75
3012,甘美,0.69,0.36
3013,暖意,0.62,0.28
3014,互敬,0.6,0.29
3015,樂不可支,0.8,0.78
3016,恆久,0.64,0.24
3017,脫俗,0.62,0.24
3018,伊甸園,0.66,0.45
3019,甘甜,0.61,0.31
3020,溺愛,0.4,0.33
3021,才氣,0.61,0.29
3022,一見鍾情,0.68,0.65
3023,締造者,0.57,0.24
3024,慈悲為懷,0.65,0.21
3025,合群,0.57,0.28
3026,大無畏,0.64,0.5
3027,含笑,0.57,0.36
3028,聖徒,0.57,0.15
3029,繁盛,0.69,0.43
3030,樂事,0.66,0.47
3031,聰慧,0.71,0.26
3032,安適,0.57,0.21
3033,賢明,0.71,0.24
3034,心曠神怡,0.69,0.35
3035,真確,0.54,0.19
3036,洋房,0.5,0.05
3037,誇獎,0.66,0.53
3038,堂皇,0.65,0.3
3039,明理,0.65,0.26
3040,償清,0.56,0.28
3041,順眼,0.6,0.21
3042,和藹可親,0.65,0.28
3043,奪取,0.17,0.81
3044,困窘,0.28,0.5
3045,紊亂,0.34,0.47
3046,打死,0.1,0.9
3047,驅散,0.35,0.53
3048,碎片,0.36,0.4
3049,廢墟,0.31,0.39
3050,短少,0.33,0.3
3051,橫行,0.31,0.56
3052,粗糙,0.35,0.29
3053,險境,0.22,0.5
3054,圍困,0.3,0.6
3055,威嚇,0.21,0.81
3056,大意,0.39,0.53
3057,沒辦法,0.4,0.43
3058,遲滯,0.31,0.4
3059,擊退,0.56,0.74
3060,謠傳,0.41,0.53
3061,爆破,0.4,0.76
3062,粉碎,0.36,0.69
3063,暴風雨,0.34,0.79
3064,大亂,0.28,0.82
3065,退縮,0.33,0.41
3066,負數,0.46,0.22
3067,出沒,0.47,0.26
3068,過節,0.34,0.5
3069,憤慨,0.22,0.75
3070,誘惑,0.41,0.6
3071,刁難,0.25,0.72
3072,腐蝕,0.31,0.38
3073,疑雲,0.4,0.34
3074,悶熱,0.4,0.28
3075,對不起,0.24,0.53
3076,背離,0.25,0.38
3077,爭辯,0.29,0.74
3078,失常,0.28,0.64
3079,解雇,0.17,0.7
3080,微弱,0.35,0.38
3081,搜捕,0.4,0.66
3082,三八,0.36,0.61
3083,陰雨,0.39,0.17
3084,老是,0.46,0.35
3085,不大,0.49,0.3
3086,火爆,0.26,0.86
3087,兩難,0.33,0.5
3088,滅絕,0.15,0.7
3089,分隔,0.41,0.4
3090,憂心忡忡,0.3,0.62
3091,唯恐,0.33,0.55
3092,隔絕,0.34,0.45
3093,一面倒,0.25,0.6
3094,撞死,0.09,0.85
3095,苦心,0.35,0.47
3096,竊聽,0.34,0.54
3097,困惑,0.4,0.47
3098,潛藏,0.38,0.44
3099,分贓,0.17,0.47
3100,未知數,0.45,0.26
3101,偷偷,0.35,0.39
3102,刻板,0.41,0.29
3103,捏造,0.34,0.6
3104,囂張,0.29,0.74
3105,束手無策,0.34,0.59
3106,躲藏,0.38,0.35
3107,散落,0.38,0.29
3108,烈酒,0.4,0.43
3109,何必,0.43,0.41
3110,咬傷,0.34,0.57
3111,堪慮,0.34,0.59
3112,告誡,0.41,0.59
3113,欺負,0.29,0.69
3114,推諉,0.34,0.55
3115,惡作劇,0.31,0.66
3116,俘虜,0.3,0.35
3117,複雜化,0.38,0.5
3118,想不到,0.4,0.53
3119,造謠,0.3,0.61
3120,潛伏,0.38,0.35
3121,惡質,0.21,0.65
3122,一意孤行,0.3,0.61
3123,霸佔,0.26,0.71
3124,乏人問津,0.33,0.46
3125,辜負,0.33,0.51
3126,退場,0.39,0.43
3127,塞人,0.39,0.47
3128,偏頗,0.34,0.56
3129,怨言,0.3,0.61
3130,計較,0.35,0.64
3131,無名,0.45,0.43
3132,爆炸物,0.38,0.76
3133,暴發,0.36,0.84
3134,置之不理,0.31,0.6
3135,姑息,0.35,0.59
3136,玩弄,0.3,0.68
3137,偽裝,0.39,0.54
3138,沈沒,0.29,0.46
3139,凝重,0.3,0.54
3140,責怪,0.31,0.7
3141,用盡,0.38,0.56
3142,伏擊,0.36,0.74
3143,逆境,0.29,0.45
3144,不義,0.31,0.54
3145,作假,0.3,0.54
3146,敬陪末座,0.31,0.49
3147,走失,0.28,0.62
3148,救命,0.3,0.89
3149,不值,0.33,0.65
3150,恥辱,0.28,0.71
3151,論戰,0.33,0.69
3152,不歡而散,0.26,0.61
3153,低下,0.35,0.38
3154,痙攣,0.41,0.46
3155,無依,0.33,0.28
3156,強加,0.41,0.64
3157,突如其來,0.47,0.56
3158,低姿態,0.43,0.39
3159,誹謗罪,0.29,0.61
3160,頭暈,0.35,0.45
3161,拘留所,0.38,0.43
3162,被俘,0.26,0.55
3163,改頭換面,0.65,0.61
3164,情願,0.65,0.53
3165,有效性,0.6,0.54
3166,留情,0.59,0.41
3167,互助合作,0.76,0.51
3168,刻苦,0.68,0.6
3169,順從,0.62,0.53
3170,當心,0.51,0.56
3171,群情激憤,0.25,0.9
3172,懺悔,0.41,0.66
3173,第一流,0.93,0.78
3174,吃苦,0.4,0.6
3175,至高,0.75,0.7
3176,抒情,0.61,0.29
3177,誘人,0.62,0.64
3178,清澈,0.66,0.45
3179,有禮,0.74,0.55
3180,知覺,0.57,0.45
3181,衝勁,0.72,0.75
3182,窩心,0.75,0.55
3183,戒除,0.66,0.61
3184,聖人,0.8,0.44
3185,學好,0.65,0.38
3186,甘願,0.61,0.43
3187,雄偉,0.65,0.61
3188,韻味,0.69,0.41
3189,雅量,0.78,0.41
3190,誠心誠意,0.79,0.53
3191,談笑,0.74,0.55
3192,芬芳,0.7,0.35
3193,滋養,0.71,0.43
3194,道謝,0.75,0.57
3195,耐勞,0.66,0.57
3196,施捨,0.49,0.49
3197,安眠,0.5,0.21
3198,悅耳,0.7,0.49
3199,安身立命,0.68,0.39
3200,酬謝,0.69,0.61
3201,光滑,0.57,0.34
3202,勇猛,0.75,0.71
3203,安身,0.61,0.36
3204,器重,0.72,0.68
3205,痛快,0.68,0.79
3206,一笑置之,0.68,0.46
3207,賞心悅目,0.72,0.57
3208,情深,0.71,0.71
3209,意氣風發,0.74,0.76
3210,引以為榮,0.78,0.7
3211,無懈可擊,0.86,0.78
3212,氣派,0.71,0.68
3213,幽默感,0.75,0.59
3214,學以致用,0.74,0.5
3215,詩意,0.65,0.31
3216,舒暢,0.79,0.61
3217,會心,0.65,0.47
3218,心甘情願,0.71,0.49
3219,香甜,0.71,0.4
3220,莊重,0.7,0.46
3221,照耀,0.6,0.49
3222,精確度,0.62,0.39
3223,抒解,0.64,0.49
3224,懂事,0.69,0.46
3225,誇耀,0.57,0.7
3226,平心靜氣,0.56,0.34
3227,恭敬,0.65,0.54
3228,寬厚,0.72,0.43
3229,不偏不倚,0.65,0.41
3230,消散,0.59,0.29
3231,洋洋,0.64,0.45
3232,互愛,0.75,0.65
3233,情不自禁,0.66,0.75
3234,纖細,0.6,0.31
3235,勤勉,0.7,0.43
3236,熱熱鬧鬧,0.7,0.7
3237,完滿,0.8,0.62
3238,暢快,0.76,0.75
3239,彬彬有禮,0.79,0.57
3240,聰穎,0.81,0.55
3241,工整,0.71,0.39
3242,開化,0.68,0.45
3243,先見之明,0.7,0.5
3244,興沖沖,0.69,0.71
3245,豐饒,0.74,0.46
3246,知恥,0.66,0.6
3247,奇跡,0.8,0.78
3248,希冀,0.66,0.66
3249,剛毅,0.69,0.62
3250,癡情,0.72,0.66
3251,紅潤,0.66,0.49
3252,望子成龍,0.71,0.64
3253,聖潔,0.76,0.57
3254,溫順,0.76,0.49
3255,愛撫,0.72,0.61
3256,勻稱,0.66,0.47
3257,有說有笑,0.72,0.69
3258,決斷力,0.7,0.51
3259,繁茂,0.72,0.47
3260,渴盼,0.66,0.75
3261,超凡,0.8,0.74
3262,豁然開朗,0.75,0.79
3263,熟慮,0.61,0.51
3264,有意義,0.71,0.54
3265,癡癡,0.64,0.56
3266,謙恭,0.71,0.46
3267,從容不迫,0.71,0.35
3268,苦修,0.53,0.5
3269,牢靠,0.65,0.51
3270,形影不離,0.68,0.62
3271,平心,0.6,0.3
3272,妙計,0.7,0.53
3273,俠義,0.78,0.66
3274,漂漂亮亮,0.75,0.72
3275,討人喜歡,0.8,0.61
3276,擔待,0.68,0.45
3277,豐腴,0.69,0.44
3278,深謀遠慮,0.79,0.65
3279,自得其樂,0.72,0.68
3280,留神,0.61,0.53
3281,雅致,0.65,0.49
3282,醉人,0.64,0.62
3283,飛黃騰達,0.86,0.86
3284,縫補,0.59,0.33
3285,遊街,0.4,0.35
3286,過時,0.38,0.41
3287,收買,0.35,0.46
3288,魔鬼,0.12,0.66
3289,何不,0.49,0.34
3290,夢魘,0.14,0.74
3291,燙傷,0.25,0.51
3292,弊病,0.22,0.55
3293,困難重重,0.14,0.74
3294,失明,0.14,0.56
3295,游擊,0.51,0.4
3296,慘痛,0.09,0.89
3297,慘敗,0.09,0.89
3298,追趕,0.51,0.41
3299,衝出,0.6,0.53
3300,潰瘍,0.29,0.61
3301,破碎,0.24,0.69
3302,謊言,0.22,0.4
3303,裂痕,0.28,0.53
3304,推擠,0.31,0.47
3305,未雨綢繆,0.62,0.5
3306,暴風,0.31,0.65
3307,瓜分,0.39,0.45
3308,煙霧,0.45,0.25
3309,騷亂,0.25,0.62
3310,擦傷,0.34,0.39
3311,殘廢,0.1,0.69
3312,輾轉,0.44,0.25
3313,退學,0.22,0.53
3314,藐視,0.25,0.65
3315,糾纏,0.25,0.55
3316,束縛,0.33,0.46
3317,偷工減料,0.25,0.62
3318,曖昧,0.59,0.5
3319,鬧事,0.24,0.57
3320,辯解,0.33,0.49
3321,梗塞,0.29,0.45
3322,償付,0.44,0.31
3323,凌虐,0.11,0.72
3324,渺茫,0.25,0.35
3325,遜色,0.34,0.38
3326,追訴,0.38,0.35
3327,委屈,0.3,0.45
3328,加害,0.16,0.61
3329,休克,0.17,0.5
3330,獨裁者,0.25,0.62
3331,文盲,0.31,0.38
3332,不許,0.31,0.5
3333,徵稅,0.43,0.26
3334,撕毀,0.29,0.55
3335,退步,0.3,0.39
3336,最低,0.31,0.41
3337,衝動,0.38,0.65
3338,人身攻擊,0.2,0.61
3339,後退,0.38,0.26
3340,抵消,0.47,0.29
3341,虛假,0.25,0.4
3342,竄改,0.25,0.4
3343,冒充,0.26,0.43
3344,挫傷,0.3,0.38
3345,撕裂,0.21,0.57
3346,毒害,0.11,0.6
3347,乞丐,0.22,0.46
3348,一廂情願,0.45,0.39
3349,作祟,0.36,0.34
3350,沈寂,0.35,0.16
3351,殺戮,0.08,0.81
3352,阻隔,0.4,0.31
3353,欺壓,0.21,0.54
3354,軍閥,0.34,0.4
3355,僵持不下,0.3,0.54
3356,搖擺,0.41,0.24
3357,傳染性,0.28,0.31
3358,失手,0.26,0.49
3359,罷了,0.35,0.47
3360,敲詐,0.25,0.51
3361,拉出,0.5,0.24
3362,斥責,0.2,0.66
3363,內鬥,0.21,0.55
3364,未知,0.45,0.15
3365,重擊,0.19,0.62
3366,簡陋,0.35,0.3
3367,槍聲,0.3,0.43
3368,罷課,0.22,0.64
3369,幼稚,0.3,0.36
3370,根絕,0.35,0.47
3371,未加,0.43,0.25
3372,畸形,0.22,0.46
3373,吵架,0.24,0.62
3374,割傷,0.31,0.49
3375,誤認,0.39,0.28
3376,發洩,0.35,0.69
3377,戰敗,0.17,0.69
3378,出乎,0.51,0.28
3379,搖晃,0.45,0.28
3380,失落,0.25,0.29
3381,逃走,0.28,0.55
3382,冀望,0.68,0.45
3383,自立自強,0.65,0.59
3384,敬愛,0.76,0.51
3385,事跡,0.51,0.16
3386,直率,0.69,0.45
3387,芳香,0.68,0.25
3388,健壯,0.74,0.43
3389,無價,0.65,0.47
3390,報答,0.68,0.49
3391,聽話,0.62,0.29
3392,牢固,0.64,0.33
3393,為傲,0.75,0.54
3394,學有專精,0.71,0.47
3395,正道,0.71,0.41
3396,興高采烈,0.91,0.85
3397,天籟,0.81,0.53
3398,稀奇,0.61,0.5
3399,判斷力,0.51,0.28
3400,養活,0.59,0.44
3401,友愛,0.72,0.38
3402,簡樸,0.62,0.26
3403,易懂,0.62,0.28
3404,標緻,0.66,0.29
3405,出人意表,0.68,0.56
3406,厚道,0.62,0.44
3407,不亦樂乎,0.76,0.74
3408,安和樂利,0.79,0.55
3409,一帆風順,0.8,0.55
3410,簡明,0.59,0.25
3411,顯赫,0.65,0.47
3412,茂盛,0.65,0.46
3413,最高,0.78,0.57
3414,嬉戲,0.5,0.49
3415,無敵,0.89,0.72
3416,變好,0.75,0.5
3417,才幹,0.61,0.33
3418,報喜,0.81,0.6
3419,心平氣和,0.59,0.25
3420,精巧,0.57,0.28
3421,潛心,0.55,0.22
3422,純潔,0.69,0.22
3423,留心,0.45,0.33
3424,自由自在,0.72,0.54
3425,心儀,0.72,0.46
3426,同情心,0.56,0.4
3427,平整,0.54,0.22
3428,母愛,0.71,0.33
3429,神童,0.78,0.43
3430,頌揚,0.82,0.59
3431,樂此不疲,0.76,0.76
3432,淳樸,0.62,0.21
3433,會心一笑,0.68,0.46
3434,學成歸國,0.75,0.61
3435,昌盛,0.76,0.57
3436,自信滿滿,0.86,0.74
3437,豐滿,0.72,0.47
3438,端莊,0.62,0.29
3439,心想事成,0.84,0.61
3440,文雅,0.62,0.28
3441,自告奮勇,0.7,0.74
3442,報恩,0.66,0.45
3443,無瑕,0.6,0.29
3444,老練,0.55,0.36
3445,興致勃勃,0.82,0.79
3446,高高興興,0.85,0.78
3447,堅韌,0.64,0.43
3448,臉紅,0.57,0.53
3449,煥發,0.61,0.43
3450,醉心,0.6,0.49
3451,叮囑,0.54,0.4
3452,慇勤,0.66,0.57
3453,達觀,0.56,0.34
3454,多產,0.57,0.25
3455,虔敬,0.69,0.33
3456,守信,0.7,0.31
3457,喜感,0.78,0.53
3458,有效率,0.75,0.43
3459,率真,0.66,0.41
3460,自勉,0.65,0.5
3461,微微,0.5,0.12
3462,安好,0.65,0.33
3463,明晰,0.59,0.25
3464,雄辯,0.55,0.66
3465,恆心,0.69,0.44
3466,奮進,0.8,0.72
3467,輕輕鬆鬆,0.7,0.49
3468,謙遜,0.68,0.31
3469,安於,0.54,0.24
3470,心滿意足,0.79,0.56
3471,活著,0.59,0.47
3472,愜意,0.7,0.36
3473,溫文儒雅,0.66,0.26
3474,傳奇性,0.66,0.43
3475,忘不了,0.56,0.36
3476,可親,0.61,0.36
3477,長進,0.65,0.46
3478,恩人,0.72,0.31
3479,覺察,0.51,0.36
3480,情投意合,0.74,0.53
3481,賢人,0.69,0.21
3482,俘獲,0.51,0.4
3483,你儂我儂,0.72,0.65
3484,引吭高歌,0.68,0.74
3485,目眩,0.41,0.4
3486,入神,0.56,0.25
3487,心心相印,0.71,0.44
3488,稱心,0.62,0.3
3489,肝膽相照,0.69,0.65
3490,甜甜蜜蜜,0.76,0.71
3491,賢淑,0.7,0.25
3492,言歸於好,0.65,0.38
3493,貞潔,0.65,0.21
3494,廢寢忘食,0.49,0.55
3495,獨創性,0.59,0.41
3496,稀罕,0.55,0.43
3497,意味深長,0.59,0.44
3498,施恩,0.65,0.34
3499,癡狂,0.59,0.84
3500,虔信,0.65,0.45
3501,入迷,0.64,0.55
3502,有權,0.6,0.47
3503,物廉價美,0.75,0.49
3504,悠哉,0.68,0.29
3505,練成,0.59,0.3
3506,盛年,0.62,0.35
3507,安安靜靜,0.57,0.15
3508,騰躍,0.75,0.75
3509,滿面春風,0.82,0.76
3510,儒雅,0.61,0.22
3511,安睡,0.57,0.15
3512,愛憐,0.65,0.33
3513,癡心,0.6,0.64
3514,神氣活現,0.84,0.75
3515,賢慧,0.72,0.29
3516,勳績,0.76,0.47
3517,出神,0.69,0.47
3518,適得其所,0.66,0.41
3519,一吐為快,0.59,0.68
3520,日久生情,0.69,0.55
3521,古雅,0.62,0.25
3522,足智多謀,0.84,0.53
3523,順當,0.59,0.28
3524,謙恭有禮,0.7,0.36
3525,心花怒放,0.78,0.78
3526,切題,0.54,0.26
3527,嘻嘻哈哈,0.57,0.64
3528,抒懷,0.59,0.25
3529,自滿,0.44,0.59
3530,惡行,0.2,0.6
3531,奴隸,0.28,0.4
3532,孤獨,0.34,0.24
3533,雜草,0.46,0.16
3534,惶恐,0.29,0.72
3535,抹煞,0.35,0.61
3536,一往情深,0.71,0.7
3537,戰無不勝,0.86,0.81
3538,惠顧,0.57,0.41
3539,豪勇,0.7,0.6
3540,愛人如己,0.74,0.6
3541,坦直,0.65,0.4
3542,嬌美,0.71,0.35
3543,鑒別力,0.55,0.35
3544,心誠則靈,0.66,0.43
3545,妙不可言,0.74,0.57
3546,諧調,0.59,0.33
3547,精神百倍,0.81,0.8
3548,奢侈,0.3,0.56
3549,崩塌,0.24,0.75
3550,得不償失,0.17,0.79
3551,悽慘,0.09,0.64
3552,排山倒海,0.34,0.65
3553,一舉數得,0.8,0.66
3554,不相上下,0.65,0.6
3555,不礙事,0.49,0.44
3556,有過之而無不及,0.43,0.56
3557,夠格,0.8,0.72
3558,粗製濫造,0.28,0.59
3559,累贅,0.21,0.68
3560,聊勝於無,0.53,0.45
3561,莫名其妙,0.24,0.68
3562,陰霾,0.21,0.59
3563,得分,0.84,0.86
3564,從善如流,0.7,0.62
3565,深入淺出,0.74,0.54
3566,深厚,0.6,0.45
3567,清脆,0.54,0.39
3568,提心吊膽,0.24,0.88
3569,斑駁,0.38,0.38
3570,殘破,0.24,0.45
3571,殘缺,0.22,0.38
3572,渾濁,0.28,0.46
3573,盛大,0.81,0.72
3574,脫胎換骨,0.9,0.72
3575,處變不驚,0.61,0.55
3576,通風,0.55,0.36
3577,單純,0.68,0.33
3578,發病,0.24,0.78
3579,病發,0.24,0.78
3580,硬化,0.21,0.62
3581,稍嫌弱,0.3,0.45
3582,超弱,0.15,0.65
3583,華而不實,0.24,0.66
3584,循序漸進,0.72,0.49
3585,掌聲如雷,0.88,0.85
3586,游刃有餘,0.82,0.5
3587,無往不利,0.75,0.69
3588,絢爛奪目,0.78,0.76
3589,發瘋,0.28,0.76
3590,絞痛,0.26,0.91
3591,跑不動,0.38,0.59
3592,進退兩難,0.39,0.65
3593,亂七八糟,0.26,0.72
3594,超人,0.8,0.82
3595,週到,0.82,0.57
3596,進化,0.68,0.55
3597,開趴,0.74,0.86
3598,順耳,0.61,0.5
3599,微乎其微,0.41,0.36
3600,愚昧,0.24,0.65
3601,慌張,0.2,0.8
3602,摃龜,0.2,0.62
3603,暈倒,0.28,0.57
3604,勤快,0.75,0.54
3605,搞笑,0.69,0.62
3606,新穎,0.7,0.61
3607,源源不絕,0.69,0.6
3608,準時,0.71,0.43
3609,肆無忌憚,0.28,0.65
3610,腫起來,0.29,0.71
3611,腰酸背痛,0.25,0.74
3612,落單,0.25,0.5
3613,詭異,0.21,0.64
3614,欲振乏力,0.25,0.35
3615,猙獰,0.12,0.64
3616,猝死,0.0,0.88
3617,粗淺,0.33,0.28
3618,累人,0.31,0.5
3619,一覽無遺,0.62,0.47
3620,不遑多讓,0.65,0.38
3621,專心,0.75,0.3
3622,專注,0.76,0.33
3623,強有力,0.79,0.78
3624,強而有力,0.79,0.78
3625,粗線條,0.39,0.4
3626,勞民傷財,0.21,0.56
3627,單調,0.38,0.28
3628,惡名昭彰,0.02,0.7
3629,惱人,0.19,0.53
3630,得心應手,0.79,0.49
3631,深植人心,0.69,0.55
3632,清爽,0.74,0.49
3633,清清爽爽,0.74,0.49
3634,理所當然,0.62,0.49
3635,痊癒,0.78,0.49
3636,無以復加,0.35,0.64
3637,痛心疾首,0.14,0.88
3638,痠,0.38,0.5
3639,痠軟,0.3,0.45
3640,痠痛,0.2,0.64
3641,酸痛,0.2,0.64
3642,痠痠痛痛,0.2,0.64
3643,酸酸痛痛,0.2,0.64
3644,盛開,0.72,0.54
3645,得寵,0.84,0.72
3646,淺顯易懂,0.69,0.46
3647,脫穎而出,0.79,0.7
3648,復原,0.74,0.53
3649,發麻,0.34,0.45
3650,硬著頭皮,0.26,0.53
3651,詞不達意,0.26,0.46
3652,令人費解,0.33,0.41
3653,超兇,0.19,0.86
3654,無與倫比,0.85,0.79
3655,犀利,0.78,0.65
3656,硬挺,0.78,0.54
3657,童叟無欺,0.75,0.38
3658,絕佳,0.9,0.65
3659,超重,0.28,0.5
3660,亂掉,0.26,0.4
3661,傷痕累累,0.16,0.38
3662,傻眼,0.39,0.45
3663,塞車,0.29,0.43
3664,開懷,0.69,0.76
3665,順暢,0.8,0.65
3666,黃袍加身,0.82,0.8
3667,黑白分明,0.62,0.4
3668,傲人,0.75,0.68
3669,慌亂,0.26,0.66
3670,矮人一截,0.26,0.35
3671,碎裂,0.26,0.51
3672,稚嫩,0.5,0.25
3673,綁手綁腳,0.35,0.45
3674,勤勞,0.72,0.38
3675,煥然一新,0.8,0.62
3676,腳踏實地,0.68,0.43
3677,萬幸,0.75,0.6
3678,解渴,0.7,0.6
3679,腫痛,0.24,0.64
3680,載浮載沉,0.3,0.38
3681,載沉載浮,0.3,0.38
3682,過冷,0.24,0.46
3683,違和,0.35,0.4
3684,鼓噪,0.33,0.7
3685,單薄,0.28,0.26
3686,惡狠,0.11,0.62
3687,無言,0.28,0.4
3688,發霉,0.17,0.43
3689,超時,0.26,0.56
3690,清醒,0.65,0.34
3691,爽玩,0.82,0.74
3692,盛裝,0.76,0.49
3693,無所不包,0.72,0.49
3694,萬眾矚目,0.96,0.82
3695,過載,0.24,0.6
3696,墊底,0.11,0.47
3697,寥寥無幾,0.22,0.41
3698,屢見不鮮,0.36,0.25
3699,彆扭,0.28,0.5
3700,萬無一失,0.88,0.3
3701,遊刃有餘,0.84,0.25
3702,道地,0.7,0.21
3703,道道地地,0.7,0.21
3704,飽和,0.55,0.28
3705,鼎鼎大名,0.85,0.72
3706,漏氣,0.29,0.61
3707,慘不忍睹,0.1,0.7
3708,遙遙無期,0.21,0.38
3709,遜,0.15,0.69
3710,酷寒,0.31,0.41
3711,有助於,0.69,0.28
3712,念念不忘,0.65,0.46
3713,壽終正寢,0.19,0.36
3714,實事求是,0.62,0.29
3715,旗鼓相當,0.79,0.5
3716,酸澀,0.28,0.49
3717,頗重,0.41,0.5
3718,鼻塞,0.28,0.22
3719,嘩然,0.26,0.72
3720,嘴硬,0.25,0.61
3721,稱霸,0.79,0.84
3722,精闢,0.75,0.54
3723,綽綽有餘,0.78,0.25
3724,貌美,0.8,0.41
3725,赫赫有名,0.84,0.68
3726,標新立異,0.66,0.57
3727,潦草,0.28,0.33
3728,潮溼,0.31,0.33
3729,潮濕,0.31,0.33
3730,熱死,0.14,0.68
3731,皺巴巴,0.19,0.39
